日期,累计确诊,累计疑似,累计治愈,累计死亡,累计重症,当日新增确诊,当日新增疑似,当日新增治愈,当日新增死亡,当日新增重症,当日现存确诊,名称
2020-03-22,511,0,17,0,0,119,0.0,1,0,0.0,494,沙特阿拉伯
2020-03-23,562,0,19,0,0,51,0.0,2,0,0.0,543,沙特阿拉伯
2020-03-24,767,0,28,1,0,205,0.0,9,1,0.0,738,沙特阿拉伯
2020-03-25,900,0,29,1,0,133,0.0,1,0,0.0,870,沙特阿拉伯
2020-03-26,1012,0,33,3,0,112,0.0,4,2,0.0,976,沙特阿拉伯
2020-03-27,1104,0,33,3,0,92,0.0,0,0,0.0,1068,沙特阿拉伯
2020-03-28,1203,0,37,4,0,99,0.0,4,1,0.0,1162,沙特阿拉伯
2020-03-29,1299,0,37,4,0,96,0.0,0,0,0.0,1258,沙特阿拉伯
2020-03-30,1453,0,115,8,0,154,0.0,78,4,0.0,1330,沙特阿拉伯
2020-03-31,1563,0,165,10,0,110,0.0,50,2,0.0,1388,沙特阿拉伯
2020-02-28,1,0,0,0,0,1,0.0,0,0,,1,新西兰
2020-03-04,3,0,0,0,0,2,0.0,0,0,0.0,3,新西兰
2020-03-05,4,0,0,0,0,1,0.0,0,0,0.0,4,新西兰
2020-03-07,5,0,0,0,0,1,0.0,0,0,0.0,5,新西兰
2020-03-14,7,0,0,0,0,2,0.0,0,0,0.0,7,新西兰
2020-03-15,8,0,0,0,0,1,,0,0,,8,新西兰
2020-03-16,8,0,0,0,0,0,,0,0,,8,新西兰
2020-03-17,20,0,0,0,0,12,0.0,0,0,0.0,20,新西兰
2020-03-18,28,0,0,0,0,8,0.0,0,0,0.0,28,新西兰
2020-03-19,39,0,0,0,0,11,0.0,0,0,0.0,39,新西兰
2020-03-20,53,0,0,0,0,14,0.0,0,0,0.0,53,新西兰
2020-03-21,67,0,0,0,0,14,0.0,0,0,0.0,67,新西兰
2020-03-22,102,0,0,0,0,35,0.0,0,0,0.0,102,新西兰
2020-03-23,142,0,12,0,0,40,0.0,12,0,0.0,130,新西兰
2020-03-24,142,0,12,0,0,0,,0,0,,130,新西兰
2020-03-25,205,0,12,0,0,63,0.0,0,0,0.0,193,新西兰
2020-03-26,283,0,27,0,0,78,0.0,15,0,0.0,256,新西兰
2020-03-27,368,0,37,0,0,85,0.0,10,0,0.0,331,新西兰
2020-03-28,451,0,50,0,0,83,0.0,13,0,0.0,401,新西兰
2020-03-29,513,0,56,1,0,62,0.0,6,1,0.0,456,新西兰
2020-03-30,589,0,56,1,0,76,0.0,0,0,0.0,532,新西兰
2020-03-31,600,0,74,1,0,11,0.0,18,0,0.0,525,新西兰
2020-04-01,647,0,74,1,0,47,0.0,0,0,0.0,572,新西兰
2020-03-26,18,0,0,0,0,18,0.0,0,0,0.0,18,泽西岛
2020-03-22,1,0,0,0,0,1,0.0,0,0,0.0,1,叙利亚
2020-03-25,5,0,0,0,0,4,0.0,0,0,0.0,5,叙利亚
2020-03-29,9,0,0,1,0,4,0.0,0,1,0.0,8,叙利亚
2020-03-30,10,0,0,1,0,1,,0,0,,9,叙利亚
2020-03-09,1,0,0,0,0,1,0.0,0,0,0.0,1,巴拿马
2020-03-10,8,0,0,1,0,7,0.0,0,1,0.0,7,巴拿马
2020-03-11,11,0,0,1,0,3,0.0,0,0,0.0,10,巴拿马
2020-03-13,36,0,0,1,0,25,0.0,0,0,0.0,35,巴拿马
2020-03-14,43,0,0,1,0,7,0.0,0,0,0.0,42,巴拿马
2020-03-15,55,0,0,1,0,12,0.0,0,0,0.0,54,巴拿马
2020-03-16,69,0,0,1,0,14,0.0,0,0,0.0,68,巴拿马
2020-03-17,86,0,0,1,0,17,0.0,0,0,0.0,85,巴拿马
2020-03-18,109,0,0,1,0,23,0.0,0,0,0.0,108,巴拿马
2020-03-19,137,0,0,1,0,28,0.0,0,0,0.0,136,巴拿马
2020-03-20,200,0,0,1,0,63,0.0,0,0,0.0,199,巴拿马
2020-03-21,245,0,0,3,0,45,0.0,0,2,0.0,242,巴拿马
2020-03-22,313,0,0,3,0,68,0.0,0,0,0.0,310,巴拿马
2020-03-23,345,0,0,6,0,32,0.0,0,3,0.0,339,巴拿马
2020-03-24,443,0,0,8,0,98,0.0,0,2,0.0,435,巴拿马
2020-03-25,558,0,2,8,0,115,0.0,2,0,0.0,548,巴拿马
2020-03-26,674,0,2,9,0,116,0.0,0,1,0.0,663,巴拿马
2020-03-27,786,0,2,14,0,112,0.0,0,5,0.0,770,巴拿马
2020-03-28,901,0,2,17,0,115,0.0,0,3,0.0,882,巴拿马
2020-03-30,989,0,4,24,0,88,0.0,2,7,0.0,961,巴拿马
2020-04-01,1181,0,9,30,0,192,0.0,5,6,0.0,1142,巴拿马
2020-03-11,3,0,0,0,0,3,0.0,0,0,0.0,3,古巴
2020-03-13,4,0,0,0,0,1,0.0,0,0,0.0,4,古巴
2020-03-14,4,0,0,0,0,0,,0,0,,4,古巴
2020-03-17,6,0,0,0,0,2,0.0,0,0,0.0,6,古巴
2020-03-18,10,0,0,1,0,4,0.0,0,1,0.0,9,古巴
2020-03-19,16,0,0,1,0,6,0.0,0,0,0.0,15,古巴
2020-03-20,21,0,0,1,0,5,0.0,0,0,0.0,20,古巴
2020-03-22,35,0,0,1,0,14,0.0,0,0,0.0,34,古巴
2020-03-24,48,0,0,1,0,13,0.0,0,0,0.0,47,古巴
2020-03-26,57,0,1,1,0,9,0.0,1,0,0.0,55,古巴
2020-03-27,80,0,1,1,0,23,0.0,0,0,0.0,78,古巴
2020-03-28,81,0,4,2,0,1,0.0,3,1,0.0,75,古巴
2020-03-30,139,0,4,3,0,58,0.0,0,1,0.0,132,古巴
2020-03-31,170,0,4,4,0,31,0.0,0,1,0.0,162,古巴
2020-02-27,1,0,0,0,0,1,0.0,0,0,,1,尼日利亚
2020-02-28,1,0,0,0,0,0,,0,0,,1,尼日利亚
2020-03-09,2,0,0,0,0,1,0.0,0,0,0.0,2,尼日利亚
2020-03-17,3,0,0,0,0,1,0.0,0,0,0.0,3,尼日利亚
2020-03-18,8,0,1,0,0,5,0.0,1,0,0.0,7,尼日利亚
2020-03-19,12,0,1,0,0,4,0.0,0,0,0.0,11,尼日利亚
2020-03-21,22,0,1,0,0,10,0.0,0,0,0.0,21,尼日利亚
2020-03-22,30,0,1,0,0,8,0.0,0,0,0.0,29,尼日利亚
2020-03-23,36,0,1,1,0,6,0.0,0,1,0.0,34,尼日利亚
2020-03-24,44,0,2,1,0,8,0.0,1,0,0.0,41,尼日利亚
2020-03-25,51,0,2,1,0,7,0.0,0,0,0.0,48,尼日利亚
2020-03-26,65,0,3,1,0,14,0.0,1,0,0.0,61,尼日利亚
2020-03-27,70,0,3,1,0,5,0.0,0,0,0.0,66,尼日利亚
2020-03-28,97,0,3,1,0,27,0.0,0,0,0.0,93,尼日利亚
2020-03-29,111,0,3,1,0,14,0.0,0,0,0.0,107,尼日利亚
2020-03-30,131,0,3,2,0,20,0.0,0,1,0.0,126,尼日利亚
2020-03-31,139,0,9,2,0,8,0.0,6,0,0.0,128,尼日利亚
2020-03-02,1,0,0,0,0,1,0.0,0,0,,1,摩洛哥
2020-03-05,2,0,0,0,0,1,0.0,0,0,0.0,2,摩洛哥
2020-03-10,3,0,0,1,0,1,0.0,0,1,0.0,2,摩洛哥
2020-03-11,6,0,0,2,0,3,0.0,0,1,0.0,4,摩洛哥
2020-03-13,7,0,0,2,0,1,0.0,0,0,0.0,5,摩洛哥
2020-03-14,18,0,1,2,0,11,0.0,1,0,0.0,15,摩洛哥
2020-03-15,28,0,1,2,0,10,0.0,0,0,0.0,25,摩洛哥
2020-03-16,37,0,2,2,0,9,0.0,1,0,0.0,33,摩洛哥
2020-03-17,49,0,1,2,0,12,0.0,0,0,0.0,46,摩洛哥
2020-03-18,54,0,1,2,0,5,0.0,0,0,0.0,51,摩洛哥
2020-03-19,58,0,1,2,0,4,0.0,0,0,0.0,55,摩洛哥
2020-03-20,86,0,2,3,0,28,0.0,1,1,0.0,81,摩洛哥
2020-03-21,96,0,2,3,0,10,0.0,0,0,0.0,91,摩洛哥
2020-03-22,115,0,3,4,0,19,0.0,1,1,0.0,108,摩洛哥
2020-03-23,143,0,5,4,0,28,0.0,2,0,0.0,134,摩洛哥
2020-03-24,170,0,6,5,0,27,0.0,1,1,0.0,159,摩洛哥
2020-03-25,225,0,7,6,0,55,0.0,1,1,0.0,212,摩洛哥
2020-03-26,275,0,8,10,0,50,0.0,1,4,0.0,257,摩洛哥
2020-03-27,345,0,8,23,0,70,0.0,0,13,0.0,314,摩洛哥
2020-03-28,402,0,12,25,0,57,0.0,4,2,0.0,365,摩洛哥
2020-03-29,479,0,13,26,0,77,0.0,1,1,0.0,440,摩洛哥
2020-03-30,556,0,15,33,0,77,0.0,2,7,0.0,508,摩洛哥
2020-03-31,617,0,24,36,0,61,0.0,9,3,0.0,557,摩洛哥
2020-03-02,1,0,0,0,0,1,0.0,0,0,,1,塞内加尔
2020-03-04,4,0,0,0,0,3,0.0,0,0,0.0,4,塞内加尔
2020-03-12,10,0,2,0,0,6,0.0,2,0,0.0,8,塞内加尔
2020-03-13,21,0,2,0,0,11,0.0,0,0,0.0,19,塞内加尔
2020-03-14,24,0,2,0,0,3,0.0,0,0,0.0,22,塞内加尔
2020-03-15,26,0,2,0,0,2,0.0,0,0,0.0,24,塞内加尔
2020-03-16,27,0,2,0,0,1,0.0,0,0,0.0,25,塞内加尔
2020-03-17,31,0,2,0,0,4,0.0,0,0,0.0,29,塞内加尔
2020-03-18,36,0,2,0,0,5,0.0,0,0,0.0,34,塞内加尔
2020-03-19,38,0,5,0,0,2,0.0,3,0,0.0,33,塞内加尔
2020-03-20,47,0,5,0,0,9,0.0,0,0,0.0,42,塞内加尔
2020-03-21,56,0,5,0,0,9,0.0,0,0,0.0,51,塞内加尔
2020-03-22,67,0,5,0,0,11,0.0,0,0,0.0,62,塞内加尔
2020-03-23,79,0,8,0,0,12,0.0,3,0,0.0,71,塞内加尔
2020-03-24,86,0,8,0,0,7,0.0,0,0,0.0,78,塞内加尔
2020-03-26,105,0,9,0,0,19,0.0,1,0,0.0,96,塞内加尔
2020-03-27,119,0,11,0,0,14,0.0,2,0,0.0,108,塞内加尔
2020-03-28,130,0,18,0,0,11,0.0,7,0,0.0,112,塞内加尔
2020-03-29,142,0,27,0,0,12,0.0,9,0,0.0,115,塞内加尔
2020-03-30,162,0,28,0,0,20,0.0,1,0,0.0,134,塞内加尔
2020-03-31,175,0,40,0,0,13,0.0,12,0,0.0,135,塞内加尔
2020-03-24,2,0,0,0,0,2,0.0,0,0,0.0,2,老挝
2020-03-25,3,0,0,0,0,1,0.0,0,0,0.0,3,老挝
2020-03-26,6,0,0,0,0,3,0.0,0,0,0.0,6,老挝
2020-03-30,9,0,0,0,0,3,0.0,0,0,0.0,9,老挝
2020-03-15,1,0,0,0,0,1,0.0,0,0,0.0,1,巴哈马
2020-03-26,5,0,0,0,0,4,0.0,0,0,0.0,5,巴哈马
2020-03-27,9,0,0,0,0,4,0.0,0,0,0.0,9,巴哈马
2020-03-30,14,0,1,0,0,5,0.0,1,0,0.0,13,巴哈马
2020-03-26,30,0,0,0,0,30,0.0,0,0,0.0,30,马约特岛
2020-03-19,1,0,0,0,0,1,0.0,0,0,0.0,1,萨尔多瓦
2020-03-04,1,0,0,0,0,1,0.0,0,0,0.0,1,斯洛文尼亚
2020-03-05,3,0,0,0,0,2,0.0,0,0,0.0,3,斯洛文尼亚
2020-03-06,6,0,0,0,0,3,0.0,0,0,0.0,6,斯洛文尼亚
2020-03-07,12,0,0,0,0,6,0.0,0,0,0.0,12,斯洛文尼亚
2020-03-08,16,0,0,0,0,4,0.0,0,0,0.0,16,斯洛文尼亚
2020-03-09,25,0,0,0,0,9,0.0,0,0,0.0,25,斯洛文尼亚
2020-03-10,34,0,0,0,0,9,0.0,0,0,0.0,34,斯洛文尼亚
2020-03-11,57,0,0,0,0,23,0.0,0,0,0.0,57,斯洛文尼亚
2020-03-12,89,0,0,0,0,32,0.0,0,0,0.0,89,斯洛文尼亚
2020-03-13,141,0,0,0,0,52,0.0,0,0,0.0,141,斯洛文尼亚
2020-03-14,181,0,0,1,0,40,0.0,0,1,0.0,180,斯洛文尼亚
2020-03-15,219,0,0,1,0,38,0.0,0,0,0.0,218,斯洛文尼亚
2020-03-16,253,0,0,1,0,34,0.0,0,0,0.0,252,斯洛文尼亚
2020-03-22,414,0,0,2,0,161,0.0,0,1,0.0,412,斯洛文尼亚
2020-03-23,442,0,0,3,0,28,0.0,0,1,0.0,439,斯洛文尼亚
2020-03-24,476,0,0,3,0,34,0.0,0,0,0.0,473,斯洛文尼亚
2020-03-25,526,0,0,5,0,50,0.0,0,2,0.0,521,斯洛文尼亚
2020-03-26,528,0,10,5,0,2,0.0,10,0,0.0,513,斯洛文尼亚
2020-03-27,632,0,10,9,0,104,0.0,0,4,0.0,613,斯洛文尼亚
2020-03-29,730,0,10,9,0,98,0.0,0,0,0.0,711,斯洛文尼亚
2020-03-30,756,0,10,11,0,26,0.0,0,2,0.0,735,斯洛文尼亚
2020-03-31,802,0,10,15,0,46,0.0,0,4,0.0,777,斯洛文尼亚
2020-03-01,1,0,0,0,0,1,0.0,0,0,,1,卢森堡
2020-03-06,3,0,0,0,0,2,0.0,0,0,0.0,3,卢森堡
2020-03-08,5,0,0,0,0,2,0.0,0,0,0.0,5,卢森堡
2020-03-13,34,0,0,1,0,29,0.0,0,1,0.0,33,卢森堡
2020-03-14,51,0,0,1,0,17,0.0,0,0,0.0,50,卢森堡
2020-03-15,77,0,0,1,0,26,0.0,0,0,0.0,76,卢森堡
2020-03-16,81,0,0,1,0,4,0.0,0,0,0.0,80,卢森堡
2020-03-17,140,0,0,1,0,59,0.0,0,0,0.0,139,卢森堡
2020-03-18,203,0,0,2,0,63,0.0,0,1,0.0,201,卢森堡
2020-03-19,335,0,0,4,0,132,0.0,0,2,0.0,331,卢森堡
2020-03-20,484,0,0,5,0,149,0.0,0,1,0.0,479,卢森堡
2020-03-21,670,0,0,8,0,186,0.0,0,3,0.0,662,卢森堡
2020-03-22,798,0,0,8,0,128,0.0,0,0,0.0,790,卢森堡
2020-03-23,875,0,0,8,0,77,0.0,0,0,0.0,867,卢森堡
2020-03-24,1099,0,0,8,0,224,0.0,0,0,0.0,1091,卢森堡
2020-03-25,1333,0,0,8,0,234,0.0,0,0,0.0,1325,卢森堡
2020-03-26,1453,0,6,9,0,120,0.0,6,1,0.0,1438,卢森堡
2020-03-27,1605,0,6,15,0,152,0.0,0,6,0.0,1584,卢森堡
2020-03-28,1831,0,6,18,0,226,0.0,0,3,0.0,1807,卢森堡
2020-03-29,1950,0,6,21,0,119,0.0,0,3,0.0,1923,卢森堡
2020-03-30,1988,0,6,22,0,38,0.0,0,1,0.0,1960,卢森堡
2020-03-31,2178,0,6,23,0,190,0.0,0,1,0.0,2149,卢森堡
2020-02-29,1,0,0,0,0,1,0.0,0,0,,1,爱尔兰
2020-03-03,2,0,0,0,0,1,0.0,0,0,0.0,2,爱尔兰
2020-03-05,13,0,0,0,0,11,0.0,0,0,0.0,13,爱尔兰
2020-03-07,19,0,0,0,0,6,0.0,0,0,0.0,19,爱尔兰
2020-03-08,21,0,0,0,0,2,0.0,0,0,0.0,21,爱尔兰
2020-03-09,24,0,0,0,0,3,0.0,0,0,0.0,24,爱尔兰
2020-03-10,34,0,0,0,0,10,0.0,0,0,0.0,34,爱尔兰
2020-03-11,43,0,0,1,0,9,0.0,0,1,0.0,42,爱尔兰
2020-03-12,70,0,0,1,0,27,0.0,0,0,0.0,69,爱尔兰
2020-03-13,90,0,0,1,0,20,0.0,0,0,0.0,89,爱尔兰
2020-03-14,129,0,0,2,0,39,0.0,0,1,0.0,127,爱尔兰
2020-03-15,169,0,0,2,0,40,0.0,0,0,0.0,167,爱尔兰
2020-03-16,223,0,0,2,0,54,0.0,0,0,0.0,221,爱尔兰
2020-03-17,292,0,0,2,0,69,0.0,0,0,0.0,290,爱尔兰
2020-03-18,366,0,0,2,0,74,0.0,0,0,0.0,364,爱尔兰
2020-03-19,557,0,0,3,0,191,0.0,0,1,0.0,554,爱尔兰
2020-03-20,683,0,0,3,0,126,0.0,0,0,0.0,680,爱尔兰
2020-03-21,785,0,0,3,0,102,0.0,0,0,0.0,782,爱尔兰
2020-03-22,906,0,0,4,0,121,0.0,0,1,0.0,902,爱尔兰
2020-03-23,1125,0,0,6,0,219,0.0,0,2,0.0,1119,爱尔兰
2020-03-24,1329,0,0,7,0,204,0.0,0,1,0.0,1322,爱尔兰
2020-03-25,1564,0,0,7,0,235,0.0,0,0,0.0,1557,爱尔兰
2020-03-26,1819,0,5,19,0,255,0.0,5,12,0.0,1795,爱尔兰
2020-03-27,2121,0,5,22,0,302,0.0,0,3,0.0,2094,爱尔兰
2020-03-28,2415,0,5,36,0,294,0.0,0,14,0.0,2374,爱尔兰
2020-03-29,2615,0,5,36,0,200,0.0,0,0,0.0,2574,爱尔兰
2020-03-30,2910,0,5,54,0,295,0.0,0,18,0.0,2851,爱尔兰
2020-03-31,3235,0,5,71,0,325,0.0,0,17,0.0,3159,爱尔兰
2020-02-29,1,0,0,0,0,1,0.0,0,0,,1,厄瓜多尔
2020-03-02,7,0,0,0,0,6,0.0,0,0,,7,厄瓜多尔
2020-03-04,10,0,0,0,0,3,0.0,0,0,0.0,10,厄瓜多尔
2020-03-05,13,0,0,0,0,3,0.0,0,0,0.0,13,厄瓜多尔
2020-03-07,14,0,0,0,0,1,0.0,0,0,0.0,14,厄瓜多尔
2020-03-08,15,0,0,0,0,1,0.0,0,0,0.0,15,厄瓜多尔
2020-03-10,17,0,0,0,0,2,0.0,0,0,0.0,17,厄瓜多尔
2020-03-13,23,0,0,1,0,6,0.0,0,1,0.0,22,厄瓜多尔
2020-03-14,28,0,0,1,0,5,0.0,0,0,0.0,27,厄瓜多尔
2020-03-15,37,0,0,1,0,9,0.0,0,0,0.0,36,厄瓜多尔
2020-03-16,58,0,0,1,0,21,0.0,0,0,0.0,57,厄瓜多尔
2020-03-17,111,0,0,2,0,53,0.0,0,1,0.0,109,厄瓜多尔
2020-03-18,155,0,0,2,0,44,0.0,0,0,0.0,153,厄瓜多尔
2020-03-19,260,0,0,2,0,105,0.0,0,0,0.0,258,厄瓜多尔
2020-03-20,426,0,0,7,0,166,0.0,0,5,0.0,419,厄瓜多尔
2020-03-22,789,0,0,14,0,363,0.0,0,7,0.0,775,厄瓜多尔
2020-03-23,981,0,0,18,0,192,0.0,0,4,0.0,963,厄瓜多尔
2020-03-24,1082,0,0,27,0,101,0.0,0,9,0.0,1055,厄瓜多尔
2020-03-26,1382,0,3,34,0,300,0.0,3,7,0.0,1345,厄瓜多尔
2020-03-27,1627,0,3,41,0,245,0.0,0,7,0.0,1583,厄瓜多尔
2020-03-28,1823,0,3,48,0,196,0.0,0,7,0.0,1772,厄瓜多尔
2020-03-30,1924,0,3,58,0,101,0.0,0,10,0.0,1863,厄瓜多尔
2020-04-01,2302,0,58,79,0,378,0.0,55,21,0.0,2165,厄瓜多尔
2020-03-01,3,0,0,0,0,3,0.0,0,0,,3,捷克
2020-03-02,4,0,0,0,0,1,0.0,0,0,,4,捷克
2020-03-03,5,0,0,0,0,1,0.0,0,0,0.0,5,捷克
2020-03-04,8,0,0,0,0,3,0.0,0,0,0.0,8,捷克
2020-03-05,12,0,0,0,0,4,0.0,0,0,0.0,12,捷克
2020-03-06,18,0,0,0,0,6,0.0,0,0,0.0,18,捷克
2020-03-07,21,0,0,0,0,3,0.0,0,0,0.0,21,捷克
2020-03-08,32,0,0,0,0,11,0.0,0,0,0.0,32,捷克
2020-03-09,38,0,0,0,0,6,0.0,0,0,0.0,38,捷克
2020-03-10,61,0,0,0,0,23,0.0,0,0,0.0,61,捷克
2020-03-12,96,0,0,0,0,35,0.0,0,0,0.0,96,捷克
2020-03-13,141,0,0,0,0,45,0.0,0,0,0.0,141,捷克
2020-03-14,189,0,0,0,0,48,0.0,0,0,0.0,189,捷克
2020-03-15,293,0,0,0,0,104,0.0,0,0,0.0,293,捷克
2020-03-16,344,0,3,0,0,51,0.0,3,0,0.0,341,捷克
2020-03-18,522,0,3,0,0,178,0.0,0,0,0.0,519,捷克
2020-03-19,694,0,3,0,0,172,0.0,0,0,0.0,691,捷克
2020-03-20,833,0,4,0,0,139,0.0,1,0,0.0,829,捷克
2020-03-21,995,0,6,0,0,162,0.0,2,0,0.0,989,捷克
2020-03-22,1120,0,6,0,0,125,0.0,0,0,0.0,1114,捷克
2020-03-23,1236,0,7,1,0,116,0.0,1,1,0.0,1228,捷克
2020-03-24,1394,0,10,2,0,158,0.0,3,1,0.0,1382,捷克
2020-03-25,1654,0,10,10,0,260,0.0,0,8,0.0,1634,捷克
2020-03-26,1925,0,10,9,0,271,0.0,0,0,0.0,1906,捷克
2020-03-27,2062,0,10,9,0,137,0.0,0,0,0.0,2043,捷克
2020-03-28,2669,0,11,11,0,607,0.0,1,2,0.0,2647,捷克
2020-03-29,2805,0,11,16,0,136,0.0,0,5,0.0,2778,捷克
2020-03-30,3001,0,25,23,0,196,0.0,14,7,0.0,2953,捷克
2020-03-31,3257,0,45,31,0,256,0.0,20,8,0.0,3181,捷克
2020-03-04,2,0,0,0,0,2,0.0,0,0,0.0,2,匈牙利
2020-03-05,3,0,0,0,0,1,0.0,0,0,0.0,3,匈牙利
2020-03-06,4,0,0,0,0,1,0.0,0,0,0.0,4,匈牙利
2020-03-07,5,0,0,0,0,1,0.0,0,0,0.0,5,匈牙利
2020-03-08,7,0,0,0,0,2,0.0,0,0,0.0,7,匈牙利
2020-03-09,9,0,0,0,0,2,0.0,0,0,0.0,9,匈牙利
2020-03-10,12,0,0,0,0,3,0.0,0,0,0.0,12,匈牙利
2020-03-11,13,0,0,0,0,1,0.0,0,0,0.0,13,匈牙利
2020-03-12,16,0,0,0,0,3,0.0,0,0,0.0,16,匈牙利
2020-03-13,19,0,1,0,0,3,0.0,1,0,0.0,18,匈牙利
2020-03-14,30,0,1,0,0,11,0.0,0,0,0.0,29,匈牙利
2020-03-15,32,0,1,1,0,2,0.0,0,1,0.0,30,匈牙利
2020-03-16,39,0,1,1,0,7,0.0,0,0,0.0,37,匈牙利
2020-03-17,50,0,2,1,0,11,0.0,1,0,0.0,47,匈牙利
2020-03-18,58,0,2,1,0,8,0.0,0,0,0.0,55,匈牙利
2020-03-19,73,0,2,1,0,15,0.0,0,0,0.0,70,匈牙利
2020-03-20,85,0,7,1,0,12,0.0,5,0,0.0,77,匈牙利
2020-03-21,103,0,7,4,0,18,0.0,0,3,0.0,92,匈牙利
2020-03-22,131,0,7,4,0,28,0.0,0,0,0.0,120,匈牙利
2020-03-23,167,0,7,7,0,36,0.0,0,3,0.0,153,匈牙利
2020-03-24,187,0,21,8,0,20,0.0,14,1,0.0,158,匈牙利
2020-03-26,261,0,28,10,0,74,0.0,7,2,0.0,223,匈牙利
2020-03-27,300,0,34,10,0,39,0.0,6,0,0.0,256,匈牙利
2020-03-28,343,0,34,11,0,43,0.0,0,1,0.0,298,匈牙利
2020-03-29,408,0,34,13,0,65,0.0,0,2,0.0,361,匈牙利
2020-03-30,447,0,34,15,0,39,0.0,0,2,0.0,398,匈牙利
2020-03-31,492,0,37,16,0,45,0.0,3,1,0.0,439,匈牙利
2020-03-08,5,0,0,0,0,5,0.0,0,0,0.0,5,法属圭亚那
2020-03-13,6,0,0,0,0,1,0.0,0,0,0.0,6,法属圭亚那
2020-03-14,6,0,0,1,0,0,0.0,0,1,0.0,5,法属圭亚那
2020-03-18,11,0,0,1,0,5,0.0,0,0,0.0,10,法属圭亚那
2020-03-20,11,0,0,1,0,0,,0,0,,10,法属圭亚那
2020-03-26,23,0,0,1,0,12,0.0,0,0,0.0,22,法属圭亚那
2020-03-07,1,0,0,0,0,1,0.0,0,0,0.0,1,多哥共和国
2020-03-19,9,0,1,0,0,8,0.0,1,0,0.0,8,多哥共和国
2020-03-22,16,0,1,0,0,7,0.0,0,0,0.0,15,多哥共和国
2020-03-23,18,0,1,0,0,2,0.0,0,0,0.0,17,多哥共和国
2020-03-26,23,0,1,0,0,5,0.0,0,0,0.0,22,多哥共和国
2020-03-27,24,0,1,1,0,1,0.0,0,1,0.0,22,多哥共和国
2020-03-28,28,0,1,1,0,4,0.0,0,0,0.0,26,多哥共和国
2020-03-29,30,0,7,1,0,2,0.0,6,0,0.0,22,多哥共和国
2020-03-30,34,0,10,1,0,4,0.0,3,0,0.0,23,多哥共和国
2020-03-06,1,0,0,0,0,1,0.0,0,0,0.0,1,哥斯达黎加
2020-03-07,5,0,0,0,0,4,0.0,0,0,0.0,5,哥斯达黎加
2020-03-08,9,0,0,0,0,4,0.0,0,0,0.0,9,哥斯达黎加
2020-03-10,13,0,0,0,0,4,0.0,0,0,0.0,13,哥斯达黎加
2020-03-12,23,0,0,0,0,10,0.0,0,0,0.0,23,哥斯达黎加
2020-03-13,26,0,0,0,0,3,0.0,0,0,0.0,26,哥斯达黎加
2020-03-14,27,0,0,0,0,1,0.0,0,0,0.0,27,哥斯达黎加
2020-03-15,35,0,0,0,0,8,0.0,0,0,0.0,35,哥斯达黎加
2020-03-16,41,0,0,0,0,6,0.0,0,0,0.0,41,哥斯达黎加
2020-03-17,50,0,0,0,0,9,0.0,0,0,0.0,50,哥斯达黎加
2020-03-18,69,0,0,1,0,19,0.0,0,1,0.0,68,哥斯达黎加
2020-03-19,89,0,0,1,0,20,0.0,0,0,0.0,88,哥斯达黎加
2020-03-20,113,0,0,2,0,24,0.0,0,1,0.0,111,哥斯达黎加
2020-03-21,117,0,0,2,0,4,0.0,0,0,0.0,115,哥斯达黎加
2020-03-22,134,0,0,2,0,17,0.0,0,0,0.0,132,哥斯达黎加
2020-03-23,158,0,0,2,0,24,0.0,0,0,0.0,156,哥斯达黎加
2020-03-24,177,0,0,2,0,19,0.0,0,0,0.0,175,哥斯达黎加
2020-03-25,201,0,0,2,0,24,0.0,0,0,0.0,199,哥斯达黎加
2020-03-26,231,0,2,2,0,30,0.0,2,0,0.0,227,哥斯达黎加
2020-03-27,263,0,2,2,0,32,0.0,0,0,0.0,259,哥斯达黎加
2020-03-28,295,0,2,2,0,32,0.0,0,0,0.0,291,哥斯达黎加
2020-03-30,330,0,3,2,0,35,0.0,1,0,0.0,325,哥斯达黎加
2020-03-31,347,0,4,2,0,17,0.0,1,0,0.0,341,哥斯达黎加
2020-03-09,1,0,0,0,0,1,0.0,0,0,0.0,1,文莱
2020-03-10,6,0,0,0,0,5,0.0,0,0,0.0,6,文莱
2020-03-11,11,0,0,0,0,5,0.0,0,0,0.0,11,文莱
2020-03-12,25,0,0,0,0,14,0.0,0,0,0.0,25,文莱
2020-03-13,36,0,0,0,0,11,0.0,0,0,0.0,36,文莱
2020-03-14,40,0,0,0,0,4,0.0,0,0,0.0,40,文莱
2020-03-15,50,0,0,0,0,10,0.0,0,0,0.0,50,文莱
2020-03-16,54,0,0,0,0,4,0.0,0,0,0.0,54,文莱
2020-03-19,73,0,0,0,0,19,0.0,0,0,0.0,73,文莱
2020-03-21,83,0,0,0,0,10,0.0,0,0,0.0,83,文莱
2020-03-22,88,0,0,0,0,5,0.0,0,0,0.0,88,文莱
2020-03-23,91,0,0,0,0,3,0.0,0,0,0.0,91,文莱
2020-03-24,104,0,0,0,0,13,0.0,0,0,0.0,104,文莱
2020-03-25,109,0,0,0,0,5,0.0,0,0,0.0,109,文莱
2020-03-26,114,0,5,0,0,5,0.0,5,0,0.0,109,文莱
2020-03-27,115,0,11,0,0,1,0.0,6,0,0.0,104,文莱
2020-03-28,120,0,25,1,0,5,0.0,14,1,0.0,94,文莱
